,box_width,box_height,kp_1_x,kp_1_y,kp_2_x,kp_2_y,kp_3_x,kp_3_y,kp_4_x,kp_4_y,kp_5_x,kp_5_y,kp_6_x,kp_6_y,kp_7_x,kp_7_y,kp_8_x,kp_8_y,kp_9_x,kp_9_y,kp_10_x,kp_10_y,kp_11_x,kp_11_y,kp_12_x,kp_12_y,kp_13_x,kp_13_y,kp_14_x,kp_14_y,kp_15_x,kp_15_y,kp_16_x,kp_16_y,kp_17_x,kp_17_y,exercise
276,0.49166667,0.9453704,0.6767296,0.18858658,0.71276176,0.16691926,0.6369626,0.15881982,-0.7457627,-0.057786487,0.52959305,0.12976909,0.7602915,0.23720278,0.3225213,0.22169304,0.87738854,0.35363862,0.08085481,0.35077664,0.90895545,0.22984256,0.090329036,0.22176163,0.6551548,0.57568836,0.3684773,0.5774793,0.7017558,0.8119262,0.32030424,0.827835,-0.7457627,-0.057786487,-0.7457627,-0.057786487,Other
277,0.49629632,0.9462963,0.67010653,0.1890416,0.70285547,0.16617611,0.6288552,0.15991071,-0.73694026,-0.056751467,0.5223215,0.13231392,0.75374967,0.23671256,0.3190966,0.22503047,0.8712733,0.35128126,0.07869691,0.35421816,0.9090826,0.2283218,0.09462124,0.22569574,0.6484064,0.57217526,0.3641385,0.5755274,0.70038515,0.8071196,0.3191754,0.8240822,-0.73694026,-0.056751467,-0.73694026,-0.056751467,Other
278,0.49444443,0.9444444,0.6685984,0.18713818,0.70089644,0.16352458,0.62548655,0.15829124,-0.7415731,-0.058823533,0.51843905,0.13353255,0.7569519,0.23739794,0.31790385,0.22736879,0.87519807,0.34898964,0.07803384,0.35246783,0.91167647,0.226976,0.09406387,0.22300571,0.6478422,0.5721576,0.35941517,0.5757896,0.7100878,0.7997812,0.31518114,0.8158388,-0.7415731,-0.058823533,-0.7415731,-0.058823533,Other
279,0.4972222,0.9444444,0.6606066,0.18210413,0.69369256,0.15826416,0.6183894,0.15331793,-0.7411547,-0.058823533,0.5139343,0.1319143,0.7474107,0.23932585,0.31343812,0.22996649,0.870086,0.3501472,0.07111906,0.35361987,0.90469867,0.22985248,0.099169634,0.22420226,0.64223576,0.57125825,0.3546311,0.5765894,0.72116363,0.7842546,0.31102407,0.8067289,-0.7411547,-0.058823533,0.2711779,0.98967797,Squat
280,0.49814814,0.9453704,0.66001284,0.18243918,0.6924883,0.15879506,0.61865187,0.15364861,-0.7416357,-0.057786487,0.51672316,0.13265806,0.74998045,0.24023066,0.31148583,0.23206854,0.87641364,0.34745553,0.06992082,0.35581195,0.91111726,0.22862908,0.1058293,0.2255715,0.6416226,0.5716784,0.3505673,0.57728964,0.73913515,0.79153067,0.3144616,0.81225264,-0.7416357,-0.057786487,0.26731244,0.99264795,Squat
281,0.5009259,0.9453704,0.6570098,0.1808459,0.6895916,0.15706836,0.61561114,0.15199865,-0.73937154,-0.057786487,0.51274127,0.13203478,0.7438621,0.2399123,0.30746156,0.2327013,0.8708585,0.3436989,0.06730949,0.35452458,0.91508955,0.22538392,0.10553231,0.22214901,0.6387842,0.57289946,0.34791088,0.5793895,0.7387233,0.7971487,0.30979088,0.81892836,-0.73937154,-0.057786487,-0.73937154,-0.057786487,Other
282,0.50185186,0.9444444,0.65414673,0.17819132,0.68753767,0.15433091,0.6130653,0.14973669,-0.73985237,-0.058823533,0.5122448,0.13165715,0.74147725,0.24026768,0.30900165,0.2337743,0.86952704,0.34357432,0.06638966,0.35330537,0.92434925,0.22380716,0.10113571,0.21594869,0.6371232,0.57494324,0.3490489,0.5821442,0.7273688,0.7959379,0.30557016,0.81956357,-0.73985237,-0.058823533,-0.73985237,-0.058823533,Other
283,0.50092596,0.9453704,0.6538191,0.1793051,0.68673056,0.1556828,0.6128451,0.15075089,-0.7412199,-0.056807052,0.5117752,0.13301277,0.7405869,0.24270667,0.3126665,0.23536767,0.87423444,0.3431261,0.07384144,0.35100096,0.9374023,0.22476356,0.09634712,0.21511489,0.6410117,0.5785557,0.35496944,0.58510166,0.7378719,0.80078685,0.31298313,0.82264173,-0.7412199,-0.056807052,-0.7412199,-0.056807052,Other
284,0.5018519,0.9462963,0.651825,0.17849565,0.6842176,0.1548739,0.6106567,0.15029396,-0.7416973,-0.056751467,0.5096479,0.13328628,0.73894614,0.24280497,0.31488514,0.23631413,0.876543,0.34118474,0.077756,0.34987813,0.94565797,0.22197315,0.092590414,0.21462622,0.6458559,0.58243155,0.362398,0.589446,0.7382384,0.8056537,0.32014638,0.8286708,-0.7416973,-0.056751467,-0.7416973,-0.056751467,Other
285,0.5009259,0.94722223,0.6540565,0.1792393,0.6871141,0.15576121,0.6124246,0.15056038,-0.7430684,-0.055718474,0.5101268,0.13176697,0.7414285,0.24027903,0.31473023,0.23308879,0.870099,0.3413449,0.075960696,0.35036916,0.9314541,0.22000861,0.09564028,0.2143109,0.6559539,0.5805771,0.36919647,0.5876286,0.754852,0.8097881,0.32778427,0.83264476,-0.7430684,-0.055718474,-0.7430684,-0.055718474,Other
286,0.49722224,0.9490741,0.65611756,0.18023911,0.6882589,0.1566091,0.61406016,0.15142512,-0.7504655,-0.053658534,0.51079386,0.131505,0.73897904,0.23979041,0.31787166,0.2335964,0.86060387,0.3434301,0.07933045,0.3560049,0.9341971,0.21955071,0.09735423,0.21756712,0.66774476,0.5826637,0.38264877,0.59061307,0.7675174,0.81162864,0.33295593,0.8352892,-0.7504655,-0.053658534,-0.7504655,-0.053658534,Other
287,0.49537036,0.95,0.6527345,0.17914319,0.6862452,0.15611117,0.6114603,0.15032272,-0.7551402,-0.05263158,0.51275593,0.12988304,0.7411432,0.23803456,0.31886908,0.23066017,0.85217404,0.3465885,0.07568468,0.3577118,0.91981804,0.22002323,0.09655273,0.21746713,0.6712149,0.5787502,0.3849205,0.5861886,0.7765551,0.8098748,0.3359265,0.83236194,-0.7551402,-0.05263158,-0.7551402,-0.05263158,Other
288,0.49537036,0.94814813,0.6536195,0.1753584,0.6885037,0.15255316,0.61206836,0.14634801,-0.7551402,-0.0546875,0.5117901,0.12657495,0.74429005,0.23553538,0.31840247,0.22730991,0.85404074,0.3447261,0.0793688,0.3542434,0.9203454,0.22539723,0.09437265,0.21927385,0.6724276,0.57608527,0.38312,0.58256626,0.7761561,0.8130353,0.3292323,0.8326654,-0.7551402,-0.0546875,-0.7551402,-0.0546875,Other
289,0.49537036,0.9490741,0.66012007,0.17429708,0.6943834,0.15220642,0.61927533,0.14531295,-0.7551402,-0.053658534,0.516823,0.12610173,0.74588674,0.23686314,0.32227245,0.22605863,0.8539654,0.34935623,0.08087369,0.35289276,0.912801,0.23475459,0.09215744,0.22204544,0.6761227,0.57743806,0.3870779,0.5826441,0.7775182,0.8129248,0.3288284,0.8311853,-0.7551402,-0.053658534,-0.7551402,-0.053658534,Other
290,0.4935185,0.9490741,0.6632668,0.17406839,0.6997135,0.15273403,0.62396157,0.14455825,-0.75797373,-0.053658534,0.5225157,0.12354587,0.7507141,0.23865518,0.32541218,0.22025995,0.8592609,0.34825632,0.08561086,0.33569604,0.910351,0.23287556,0.09518064,0.21458758,0.676409,0.5765034,0.3868505,0.57830495,0.7731967,0.81077236,0.32262614,0.8249828,-0.75797373,-0.053658534,-0.75797373,-0.053658534,Other
291,0.49259257,0.94814813,0.6617547,0.1736446,0.6985714,0.15258247,0.6229337,0.14396775,-0.7575188,-0.0546875,0.5211365,0.121839434,0.74629796,0.23609632,0.3236096,0.21843411,0.84951043,0.34394714,0.09096827,0.33569103,0.90912116,0.22370684,0.09966891,0.2077008,0.67481303,0.57269937,0.38680997,0.5747302,0.76956177,0.809606,0.318145,0.8226123,-0.7575188,-0.0546875,-0.7575188,-0.0546875,Other
292,0.4787037,0.9490741,0.6800875,0.17644848,0.7186828,0.15556338,0.64001775,0.14654474,-0.77756286,-0.053658534,0.5344714,0.12170282,0.76867586,0.23440933,0.33393228,0.21462147,0.87120837,0.34836283,0.104150936,0.33120286,0.93579084,0.2407703,0.09201164,0.20937598,0.68962085,0.56913143,0.3937459,0.5695224,0.7880446,0.807009,0.3223907,0.81598866,-0.77756286,-0.053658534,-0.77756286,-0.053658534,Other
293,0.47037035,0.95185184,0.6887054,0.17375138,0.7289421,0.15406436,0.65113306,0.14396825,-0.7933071,-0.050583657,0.54653466,0.11879573,0.7753894,0.23451166,0.33850044,0.21243972,0.8808435,0.34869635,0.10735943,0.3289185,0.9357913,0.2418492,0.095721856,0.21217585,0.6929312,0.568582,0.39590016,0.5681614,0.7901586,0.79846364,0.32011765,0.80902994,-0.7933071,-0.050583657,-0.7933071,-0.050583657,Other
294,0.46481484,0.95,0.70625967,0.16480981,0.74889433,0.14435074,0.6663161,0.13558564,-0.8027888,-0.05263158,0.5586461,0.11367729,0.78730184,0.2285854,0.35574785,0.20176284,0.8860267,0.34316507,0.10655298,0.30825207,0.93562317,0.21530329,0.1007117,0.18382274,0.7013586,0.5484727,0.41226554,0.547464,0.7610021,0.7924165,0.34344092,0.80899006,0.7451534,0.98227113,0.3173465,1.0,Squat
295,0.46481478,0.95648146,0.7153716,0.1639876,0.7523571,0.14530785,0.6783284,0.13473225,-0.7888447,-0.045498546,0.56495726,0.110749245,0.7969126,0.23100294,0.35278276,0.20040868,0.9044408,0.34338084,0.1292732,0.29670808,0.90656537,0.2365127,0.11666719,0.18996221,0.7131283,0.5673729,0.41404498,0.56209314,0.78855217,0.7942567,0.34185922,0.7968432,-0.7888447,-0.045498546,-0.7888447,-0.045498546,Other
296,0.4712963,0.9675926,0.7084181,0.16302764,0.73862004,0.14329492,0.67000043,0.13488568,-0.77799606,-0.032535885,0.54981065,0.11439115,0.78009194,0.23534648,0.33820406,0.20673369,0.89688617,0.34728667,0.1172655,0.29651687,0.89245456,0.23201036,0.113280445,0.1799953,0.70252013,0.57454586,0.40608698,0.5705376,0.7641631,0.7950636,0.33083898,0.80073243,-0.77799606,-0.032535885,0.29442105,0.98402125,Squat
297,0.47222224,0.9777778,0.6972199,0.17049411,0.7333576,0.15043662,0.6573248,0.14369121,-0.7843137,-0.022727273,0.54990894,0.1211643,0.7776984,0.22598179,0.3538617,0.20668742,0.87318325,0.33756068,0.12077337,0.31384045,0.91892785,0.22176298,0.08080827,0.19837907,0.69347626,0.5570129,0.41038233,0.5566647,0.734173,0.79763794,0.334886,0.8078289,0.7299821,0.9813275,0.3187404,1.0,Squat
298,0.45925927,0.9861111,0.72289324,0.16964896,0.76213455,0.14900564,0.67953193,0.14294067,-0.80443543,-0.014084507,0.5685657,0.12253397,0.81167454,0.23164928,0.36506158,0.20680338,0.8994086,0.34813663,0.107757054,0.30249405,0.91268647,0.23347914,0.10139009,0.18886954,0.716712,0.5661573,0.41916838,0.56475157,0.7450984,0.80943096,0.34285977,0.82412493,-0.80443543,-0.014084507,-0.80443543,-0.014084507,Other
299,0.4574074,0.9953704,0.7231645,0.17540386,0.7644969,0.15636592,0.682527,0.14854945,-0.80364376,-0.004651163,0.5730327,0.12506975,0.80771804,0.23264991,0.36704525,0.2084808,0.89821494,0.3445942,0.11661231,0.30993226,0.94029075,0.23330665,0.100494295,0.19978748,0.7201882,0.5665255,0.42781207,0.5653913,0.74496895,0.81114084,0.35044873,0.8251689,-0.80364376,-0.004651163,0.33697757,1.0,Squat
300,0.49722221,0.99814814,0.65814406,0.1761095,0.68983656,0.15589881,0.61895907,0.15027757,-0.74860334,-0.0018552876,0.51433855,0.12704921,0.73992234,0.22722168,0.31466016,0.21383324,0.8501708,0.33438402,0.08076356,0.3291554,0.93635297,0.21932411,0.097027935,0.2013871,0.6602857,0.5643072,0.38402417,0.5669322,0.6555443,0.80777377,0.30404916,0.8209852,0.6297559,0.9952482,0.30312887,1.0,Squat
301,0.49814817,0.99722224,0.65620226,0.17508236,0.68787354,0.15525843,0.617553,0.14946896,-0.7434944,-0.0027855153,0.51453286,0.1261103,0.7383536,0.2262333,0.32264572,0.21066424,0.8510149,0.33330673,0.09090462,0.3202066,0.9366255,0.22147909,0.094609484,0.19593184,0.66193557,0.5616301,0.3917778,0.5631348,0.650264,0.8080429,0.3076978,0.82135534,0.6195623,0.9957765,0.29868308,1.0,Squat
302,0.49629632,0.9962963,0.6567304,0.17378856,0.6886543,0.15396369,0.61811393,0.14851595,-0.74626863,-0.003717472,0.51800597,0.12588982,0.7425123,0.22566377,0.3267139,0.21025735,0.85301214,0.3320982,0.09195691,0.31756726,0.94177306,0.22128929,0.09428959,0.19279246,0.662888,0.562804,0.39250213,0.56421,0.65170646,0.808943,0.30698547,0.82155704,0.6229676,0.99469584,0.29696202,1.0,Squat
303,0.49629632,0.99814814,0.6567351,0.17564368,0.68764055,0.15537442,0.61715245,0.15049666,-0.74626863,-0.0018552876,0.5157072,0.12883505,0.7416347,0.22837046,0.32450095,0.21333022,0.8496997,0.3353671,0.09034885,0.3203295,0.94048196,0.22527,0.09638784,0.19607317,0.66106707,0.56590974,0.38868576,0.56727225,0.65119517,0.8144127,0.29904118,0.8255873,-0.74626863,-0.0018552876,0.28559935,1.0,Squat
304,0.49444443,0.99814814,0.65840304,0.17645659,0.69085777,0.15617298,0.6187057,0.15071586,-0.7509363,-0.0018552876,0.5161394,0.12861037,0.74364483,0.23006393,0.3192157,0.21501479,0.84756386,0.3388133,0.083860084,0.3274696,0.92927176,0.22100653,0.09358059,0.1999144,0.6589367,0.5706034,0.38137108,0.57199556,0.65576226,0.81764925,0.29457793,0.8286889,-0.7509363,-0.0018552876,0.28456745,1.0,Squat
305,0.49166667,0.9962963,0.66424733,0.176756,0.69648355,0.15595275,0.62305003,0.150988,-0.75517887,-0.003717472,0.5184373,0.1285402,0.7477612,0.22878745,0.32285893,0.21386361,0.84713787,0.34345594,0.08451953,0.33096665,0.9183663,0.22138463,0.09459172,0.20373979,0.6612565,0.5686015,0.3823688,0.5703706,0.6618141,0.8154312,0.2999649,0.82883745,-0.75517887,-0.003717472,0.28544742,1.0,Squat
306,0.49444443,0.99444443,0.6612599,0.1765834,0.69452614,0.15630572,0.6215262,0.15074216,-0.747191,-0.0055865925,0.5203523,0.12685178,0.7457976,0.22730245,0.32567888,0.21116775,0.84178776,0.3415333,0.09047489,0.32708654,0.9222551,0.22641341,0.095222585,0.20392984,0.661305,0.56746995,0.38576627,0.56878424,0.6628897,0.8169439,0.30221385,0.82881445,-0.747191,-0.0055865925,0.2919044,1.0,Squat
307,0.49444446,0.9916667,0.6574253,0.17661873,0.69002587,0.1560986,0.6170159,0.15114881,-0.7490636,-0.008403362,0.51708305,0.12638709,0.7452986,0.22407052,0.3260524,0.20786051,0.84425575,0.33984393,0.09237938,0.32256326,0.92854524,0.2265286,0.09092387,0.20230885,0.6577137,0.5650508,0.3827836,0.56616247,0.66075784,0.8175824,0.30298913,0.8291339,-0.7490636,-0.008403362,-0.7490636,-0.008403362,Other
308,0.49351853,0.98703706,0.65869945,0.17362271,0.69067025,0.15247384,0.6169564,0.14828593,-0.7523452,-0.013133207,0.5160445,0.124021456,0.7481931,0.22030665,0.32587963,0.2053244,0.8461793,0.337487,0.08565512,0.31965232,0.9311309,0.22655736,0.08306426,0.19885857,0.6602479,0.5622537,0.38380328,0.56404364,0.6601542,0.81646246,0.30341974,0.82929575,-0.7523452,-0.013133207,-0.7523452,-0.013133207,Other
309,0.4935185,0.98888886,0.65383184,0.17397949,0.6867355,0.15330473,0.6130835,0.14855061,-0.7542214,-0.011235956,0.51431185,0.12438302,0.7443476,0.22170399,0.32451907,0.20629938,0.8427931,0.33866557,0.08426332,0.3225283,0.92877,0.22564708,0.08055987,0.2012922,0.66014683,0.56090164,0.38521278,0.56259257,0.662137,0.8152891,0.30521864,0.8282069,-0.7542214,-0.011235956,0.29192045,1.0,Squat
310,0.49444446,0.9925926,0.65205985,0.17665303,0.6848977,0.15594581,0.61111975,0.15114157,-0.7528089,-0.0074626864,0.5110602,0.12756775,0.74050117,0.22604936,0.3242555,0.20955122,0.84144574,0.34036502,0.08562491,0.32168734,0.92913944,0.22762676,0.07600156,0.20403019,0.65935224,0.5618666,0.38722217,0.5631153,0.6607653,0.8132779,0.3103919,0.82554513,-0.7528089,-0.0074626864,0.29924765,1.0,Squat
311,0.49444446,0.98888886,0.65405035,0.17377777,0.6861965,0.15271996,0.6125956,0.14843936,-0.7528089,-0.011235956,0.5115861,0.1252084,0.74144965,0.22287455,0.3240789,0.20770848,0.842726,0.33547536,0.08531823,0.3185737,0.93436724,0.22711872,0.08002795,0.20119216,0.65792346,0.56088525,0.3856078,0.5627112,0.6550362,0.8145178,0.307746,0.82742065,-0.7528089,-0.011235956,0.29716507,1.0,Squat
312,0.49351853,0.98888886,0.65637344,0.17412901,0.6877845,0.15304703,0.6146277,0.14891374,-0.75609756,-0.011235956,0.5119418,0.12561579,0.7422268,0.22182989,0.3210665,0.20816778,0.84386414,0.33488172,0.07932627,0.3214893,0.93450356,0.22783053,0.08447732,0.20098217,0.65751696,0.56039727,0.38292873,0.56299454,0.6516589,0.81294715,0.3035452,0.8273477,-0.75609756,-0.011235956,0.29045382,1.0,Squat
313,0.4925926,0.9907407,0.6586818,0.17598633,0.6891853,0.15506558,0.6171069,0.15064459,-0.75939846,-0.009345795,0.5104609,0.12676096,0.73941135,0.22291431,0.3161461,0.20914435,0.8410311,0.33520833,0.07891969,0.32309443,0.92717075,0.22858973,0.08419766,0.20363556,0.65575176,0.56102574,0.37926954,0.5633185,0.64948213,0.81207544,0.29604346,0.8249776,-0.75939846,-0.009345795,0.2849621,1.0,Squat
314,0.49166664,0.98888886,0.65918994,0.1745244,0.68928707,0.1534936,0.6174659,0.14917693,-0.7608287,-0.011235956,0.5099156,0.12540254,0.7394654,0.22102515,0.31431922,0.20868455,0.8419123,0.3336248,0.07794118,0.32510036,0.9310315,0.22705708,0.085489914,0.20248722,0.657452,0.5597195,0.37966922,0.56263554,0.65154874,0.8119577,0.29510343,0.8251162,-0.7608287,-0.011235956,0.2847521,1.0,Squat
315,0.48333335,0.98240745,0.6721861,0.16489327,0.6993694,0.14424165,0.63110626,0.13841613,-0.7720306,-0.016965127,0.51161504,0.11573541,0.7486229,0.22189566,0.30852914,0.20440683,0.8744809,0.32519904,0.09466841,0.30125025,0.9360063,0.22143222,0.10372349,0.18150823,0.6716996,0.5737235,0.38273677,0.5733645,0.67265236,0.8175936,0.28905728,0.8243347,-0.7720306,-0.016965127,-0.7720306,-0.016965127,Other
316,0.49259257,0.9925926,0.6491293,0.17518157,0.6822929,0.15445907,0.6081999,0.14964737,-0.76503766,-0.0074626864,0.5064822,0.12721004,0.7366594,0.22692256,0.3153892,0.21076833,0.83854556,0.34103352,0.08098307,0.3243335,0.9252687,0.23252237,0.08132696,0.2066509,0.64799166,0.5611725,0.37230027,0.5620162,0.64601254,0.8085729,0.2893335,0.8188455,-0.76503766,-0.0074626864,0.28206986,1.0,Squat
317,0.47037038,0.9907407,0.679787,0.17399155,0.71532923,0.1532388,0.6370988,0.1479989,-0.8031496,-0.009345795,0.5297549,0.1251813,0.7736466,0.2269818,0.32867613,0.20851813,0.8712597,0.34825087,0.08424799,0.3216541,0.92104906,0.23855056,0.0852945,0.20049919,0.6798974,0.5590964,0.38794884,0.5588179,0.67915565,0.80761474,0.30092973,0.8175017,-0.8031496,-0.009345795,0.29555392,1.0,Squat
318,0.4601852,0.98240745,0.700158,0.16221508,0.73198575,0.14139545,0.6570312,0.13521346,-0.82092553,-0.016965127,0.5354882,0.115062244,0.7896738,0.22791997,0.32348248,0.20622401,0.9044712,0.34410107,0.09697264,0.30717286,0.91266745,0.23216277,0.10935143,0.18706295,0.6985045,0.5720794,0.39103103,0.5691938,0.7026386,0.8119536,0.28884658,0.816536,-0.82092553,-0.016965127,-0.82092553,-0.016965127,Other
319,0.4648148,0.9842593,0.6945721,0.16398191,0.7248752,0.14346398,0.6526492,0.13723342,-0.8167331,-0.015051739,0.5326801,0.11653285,0.78181344,0.22874856,0.3184553,0.2075445,0.90528435,0.34987754,0.09290712,0.3124752,0.93762124,0.24986453,0.10389099,0.19124487,0.68757635,0.56992584,0.38303682,0.5674856,0.6965827,0.8130173,0.28604105,0.817624,-0.8167331,-0.015051739,-0.8167331,-0.015051739,Other
320,0.46296293,0.9805556,0.69698524,0.16141233,0.7268138,0.14033893,0.653538,0.13476494,-0.8220001,-0.018885741,0.5316949,0.11407479,0.78763145,0.22567604,0.31821296,0.20427994,0.909422,0.3483079,0.09077588,0.3064015,0.9353776,0.25193182,0.103703976,0.18656266,0.693788,0.56991434,0.3857014,0.567394,0.69724405,0.81629133,0.28715107,0.82073385,-0.8220001,-0.018885741,-0.8220001,-0.018885741,Other
321,0.47314817,0.9805556,0.6808895,0.16085531,0.7102208,0.14007947,0.6384901,0.13408345,-0.8062622,-0.018885741,0.5186888,0.11352503,0.7707987,0.2238168,0.30999473,0.20399787,0.89856374,0.33833212,0.08769059,0.3044256,0.9335454,0.2388283,0.0916382,0.18371892,0.6787637,0.5686763,0.377065,0.5662375,0.68544626,0.81395686,0.28465772,0.81688577,-0.8062622,-0.018885741,-0.8062622,-0.018885741,Other
322,0.47870374,0.97870374,0.67287827,0.15936624,0.7017263,0.13823617,0.63025576,0.13248737,-0.8007736,-0.020813622,0.51139665,0.11192706,0.76294094,0.2221616,0.30526018,0.2032721,0.893254,0.34012216,0.08825204,0.30839193,0.93406934,0.24028595,0.09541425,0.18497069,0.66902584,0.56754845,0.36954206,0.56542844,0.6762426,0.81297165,0.27992174,0.81610346,-0.8007736,-0.020813622,-0.8007736,-0.020813622,Other
323,0.47685185,0.9777778,0.6672667,0.16009992,0.6985804,0.13872838,0.6239366,0.13313821,-0.80582523,-0.021780303,0.5098266,0.112703905,0.7662522,0.22303516,0.30639762,0.20317972,0.8912817,0.34140748,0.083141066,0.30822435,0.93231183,0.23855591,0.09736262,0.18629855,0.66842735,0.5660415,0.36817333,0.56358,0.6755965,0.8103072,0.28109503,0.8133264,-0.80582523,-0.021780303,0.2563689,1.000947,Squat
324,0.4712963,0.9768519,0.6695776,0.15974885,0.7002896,0.13827331,0.62590617,0.13283665,-0.8212181,-0.023696681,0.50987095,0.11218528,0.7681184,0.22273782,0.3041501,0.20291874,0.89235604,0.34367076,0.08436975,0.3096955,0.9201753,0.23625658,0.10426171,0.18473318,0.67121947,0.56401855,0.36850375,0.5615847,0.67633677,0.80706215,0.28254467,0.81029177,-0.8212181,-0.023696681,0.26266783,1.0,Squat
325,0.4648148,0.9768519,0.6749173,0.15897904,0.70683837,0.13747528,0.6308819,0.13199013,-0.83466136,-0.023696681,0.5159243,0.11100157,0.7773775,0.22107248,0.30990294,0.20247385,0.8988819,0.3470281,0.08435308,0.3198872,0.9105105,0.2304139,0.101770595,0.19723745,0.6807251,0.56289095,0.37489235,0.56067103,0.6842428,0.80751294,0.28703883,0.8120111,-0.83466136,-0.023696681,-0.83466136,-0.023696681,Other
326,0.45740741,0.975,0.6825927,0.15838626,0.71420753,0.13696331,0.638201,0.13198946,-0.85020244,-0.024691356,0.5240947,0.11145948,0.78868943,0.22102357,0.31637317,0.20200686,0.90960634,0.35126823,0.08539465,0.3182488,0.9134195,0.23874862,0.10497186,0.19740191,0.6927109,0.565594,0.3831749,0.56355894,0.6964406,0.811382,0.2953563,0.81733316,-0.85020244,-0.024691356,-0.85020244,-0.024691356,Other
327,0.45370367,0.975926,0.6851719,0.1568706,0.7164767,0.13547179,0.6413129,0.13067982,-0.8591837,-0.023719164,0.52790874,0.11204999,0.7904545,0.2242044,0.32063735,0.20492797,0.910387,0.35344386,0.088185325,0.3179644,0.9106123,0.24117355,0.10703099,0.19576012,0.7011197,0.5683975,0.39286244,0.56630945,0.69884014,0.8085259,0.29787493,0.8141513,-0.8591837,-0.023719164,-0.8591837,-0.023719164,Other
328,0.45,0.975926,0.68856746,0.15612775,0.7189372,0.13500315,0.6448093,0.12967193,-0.8744856,-0.023719164,0.5257869,0.11143182,0.78750056,0.22475553,0.31349513,0.20647041,0.91455317,0.34975815,0.086816885,0.32100388,0.90616894,0.23204076,0.11396905,0.19780701,0.7020263,0.56912094,0.39026248,0.5674219,0.7034576,0.80948967,0.2953993,0.8159293,-0.8744856,-0.023719164,0.27625602,1.0009488,Squat
329,0.4462963,0.975926,0.6969337,0.15664783,0.72883266,0.1353908,0.65203124,0.12987249,-0.8838174,-0.023719164,0.53138953,0.1114477,0.7994348,0.22451285,0.31732458,0.20590661,0.92246246,0.35336775,0.08645456,0.32191965,0.9126713,0.2423734,0.10878565,0.19846468,0.70797944,0.5651589,0.39023435,0.5629865,0.7116495,0.80151856,0.28848347,0.806905,-0.8838174,-0.023719164,0.2620634,1.0009488,Squat
330,0.4462963,0.975926,0.69348973,0.15643406,0.7263833,0.13495377,0.64770263,0.12952305,-0.8838174,-0.023719164,0.528647,0.11174793,0.80276334,0.2243728,0.31743088,0.20616142,0.923272,0.3538233,0.08233095,0.3224797,0.9157173,0.24754056,0.108980775,0.19901326,0.712455,0.56480914,0.39163586,0.5623792,0.71354914,0.7989088,0.28064772,0.8025802,-0.8838174,-0.023719164,0.24847923,0.9965323,Squat
331,0.4472222,0.9740741,0.6838694,0.15631078,0.71716416,0.13491404,0.638481,0.12960108,-0.8819876,-0.025665399,0.52337843,0.11143145,0.79982525,0.22169743,0.31710756,0.20474206,0.9168442,0.35458717,0.08321305,0.32679376,0.9112396,0.24722517,0.09800132,0.20194188,0.7093814,0.5604888,0.38900757,0.5576476,0.7067197,0.79783314,0.26374805,0.7996168,0.6597293,0.99646235,0.22453383,0.9988056,Squat
332,0.45462963,0.975,0.6780122,0.1586342,0.7097438,0.1367992,0.6324702,0.13233821,-0.8615072,-0.024691356,0.5226683,0.11424197,0.7956643,0.22181396,0.32137847,0.20536329,0.91059625,0.3548459,0.08453724,0.32728973,0.92673016,0.24694571,0.09644094,0.20070179,0.6991498,0.55725044,0.38434067,0.5542331,0.69967693,0.7963063,0.25805628,0.7959477,0.65657663,0.9981739,0.20876732,0.9960962,Squat
333,0.47129628,0.97314817,0.656728,0.15474555,0.68686104,0.13289669,0.61251795,0.12864362,-0.827112,-0.027592767,0.5078575,0.11239109,0.76858455,0.21930556,0.31555697,0.20402746,0.88517094,0.345085,0.08040677,0.32445017,0.92950803,0.2346603,0.08665519,0.19805284,0.6734392,0.5534992,0.37215236,0.55078286,0.67920244,0.79371,0.25052112,0.7923332,0.6354476,1.0,0.19017857,0.9953082,Squat
334,0.47037038,0.9712963,0.66053563,0.15572158,0.68930113,0.1339875,0.6164163,0.1296643,-0.8248031,-0.028598664,0.5088942,0.11324342,0.7704582,0.21841824,0.31517312,0.20465873,0.88574094,0.34136724,0.08409745,0.32593805,0.9102981,0.23164745,0.086145796,0.20484021,0.67467743,0.55186933,0.37101647,0.5491036,0.6887471,0.79433554,0.25159958,0.7917515,-0.8248031,-0.028598664,0.1852232,0.9939659,Squat
335,0.4722222,0.96944445,0.66271275,0.15378147,0.6907182,0.13204399,0.6188823,0.12782654,-0.8156863,-0.031518623,0.5098031,0.11140197,0.76732993,0.21622153,0.31322005,0.20313989,0.8870842,0.33950943,0.08576771,0.32249263,0.9356881,0.2355849,0.09493392,0.19264744,0.67372495,0.5506724,0.36997142,0.549163,0.6916703,0.7968003,0.24811102,0.79637563,-0.8156863,-0.031518623,0.18236528,0.99142754,Squat
336,0.4712963,0.9685185,0.6648121,0.15627784,0.69297856,0.13470288,0.62061995,0.12948559,-0.8133595,-0.032504782,0.5036413,0.11262159,0.7607292,0.21909538,0.30757806,0.20539646,0.88406473,0.33306324,0.09568271,0.32025,0.9296743,0.22048327,0.10566445,0.18853119,0.6770276,0.5528181,0.37180525,0.55094475,0.7007835,0.7969823,0.24584605,0.79496396,0.66027755,0.9940146,0.18095912,0.98645663,Squat
